,0,1,2,3,4,5,6,7,8,9
1,-0.40883923588669446,-0.17406722435752628,-0.5653079873917155,-0.3752704704129219,-0.2937806502392391,-0.07252043932938551,0.2051809257755126,-0.3328219502526404,0.10372098416501618,0.07693497630822488
2,0.005447602029556381,-0.07151443895892584,0.2590294276910052,-0.14032155043093564,0.21081255502557544,-0.6271686025276353,0.31820384553812603,-0.4554705517572518,0.03146988323267569,-0.17304213102017663
3,-0.1262534731562536,-0.17542327483131775,-0.25050376543974856,0.5039752002334353,-0.16156244998317215,0.25487627335004115,-0.19805608677066427,0.3077725762907233,0.6757497571436254,-0.38184876214202756
330,0.22672209536055973,-0.042070512634752755,-0.039824804299059824,-0.2180631176141853,0.21744785742778963,0.08353364626363724,-0.06372662220884238,-0.9500803365882724,0.44494754189567787,-0.549232281120474
333,-0.053769278362077205,0.0721809562238284,0.06066637529980223,-0.298214172173936,0.36923750962467494,0.18419378806378672,-0.23627236421281259,0.8602445136349268,0.6049557952479105,-0.036984143737604
336,-0.599058539996346,-0.30306644324137433,-0.29195019703553454,0.010343696270072311,-0.016379649803212562,0.1669696077703697,0.522649766958662,-0.6179007979613662,0.05480757105501827,-0.07401315772664796
339,-0.4914582962879417,-0.15033330847207627,-0.552001842635002,-0.33543146499202414,-0.2625732640508502,0.15489402053419665,-0.06803092970005203,-0.775670482830122,-0.23916382727795815,0.02038897666744297
342,0.34438350130668494,0.06411166958191872,-0.026859157792207322,-0.2111757054751563,0.12613483375116769,0.24965827663136095,-0.5476954610936615,-0.9098188916439576,0.16347707507509898,-0.6660877753848395
345,-0.016409834293549086,0.14708724591308894,-0.7076465957499727,-0.00964724609647416,-0.08594690628577303,0.2847268464183116,-0.037028783921902446,0.8570177561080411,-0.08316151316082743,-0.6236563754258857
348,-0.17508293657140594,-0.09263108736097164,0.0576996614010471,0.15679657480177123,0.31987027116836086,0.3522422836436312,-0.6460355331562211,0.009812870222544567,0.07329515197912564,0.795200983071943
351,-0.7105651641799399,0.10215915404218091,0.0066455969185916786,-0.3443984331092905,-0.25334947579704686,-0.16778433463096587,-0.8217963151967101,0.07038698988359665,0.7894049833081812,-0.6968374554150114
