j,L_MOM,L_MLE,MSE_MOM,MSE_MLE,MSE_MOM_T,MSE_MLE_T
195,9.89680571630418,9.793148780670064,0.010649060187493556,0.04278742693828124,0.3333333333333333,0.31391962725684336
196,9.827701366170912,9.974361286376876,0.029686819219370282,0.000657343636248563,0.3333333333333333,0.31391962725684336
197,9.717944798411247,9.877958832906126,0.07955513674327182,0.014894046465634907,0.3333333333333333,0.31391962725684336
198,9.56753530666439,9.911943089467172,0.18702571098186377,0.007754019492586425,0.3333333333333333,0.31391962725684336
199,9.89610066194918,9.977310703319148,0.010795072447398473,0.0005148041838717246,0.3333333333333333,0.31391962725684336
200,10.12686200086638,9.989905450017764,0.01609396726382137,0.00010189993934386577,0.3333333333333333,0.31391962725684336
201,9.88201177843342,9.856430305220568,0.013921220428444521,0.02061225725905915,0.3333333333333333,0.31391962725684336
202,10.025397641464215,9.989885066941184,0.0006450401919448115,0.00010231187078432319,0.3333333333333333,0.31391962725684336
203,9.548486678766757,9.970673299566094,0.20386427925107364,0.0008600553583400464,0.3333333333333333,0.31391962725684336
204,10.423704414815763,9.996199505111814,0.1795254311343681,1.4443761395124634e-05,0.3333333333333333,0.31391962725684336
205,9.921435668664886,9.94296832630659,0.00617235415813359,0.0032526118042716704,0.3333333333333333,0.31391962725684336
206,10.42633664100672,9.68363597217634,0.1817629314648934,0.10008619810080946,0.3333333333333333,0.31391962725684336
207,9.851188891438419,9.923177710319367,0.022144746031326736,0.005901664191775123,0.3333333333333333,0.31391962725684336
208,10.38730332256596,9.79283121274435,0.15000386367063268,0.04291890641297687,0.3333333333333333,0.31391962725684336
209,9.519257086897452,9.884752295373524,0.2311137484983236,0.013282033421671545,0.3333333333333333,0.31391962725684336
210,9.578163463141987,9.891771968150296,0.17794606382836178,0.01171330687806049,0.3333333333333333,0.31391962725684336
211,9.448371398509892,9.539034056093174,0.3042941139819328,0.21248960144191134,0.3333333333333333,0.31391962725684336
212,10.022477530144899,9.928902567211559,0.000505239361414841,0.0050548449491069555,0.3333333333333333,0.31391962725684336
213,11.084000900790652,9.854927534648887,1.1750579529149459,0.021046020203049902,0.3333333333333333,0.31391962725684336
214,9.77049389597169,9.980855342641755,0.05267305178625353,0.0003665179053646044,0.3333333333333333,0.31391962725684336
215,10.156714542596326,9.964875299949979,0.024559447861175712,0.0012337445536039606,0.3333333333333333,0.31391962725684336
216,10.305330413424294,9.842972370426867,0.09322666136185002,0.02465767644935693,0.3333333333333333,0.31391962725684336
217,9.897761303410856,9.952881957437798,0.01045275108024695,0.0022201099348934774,0.3333333333333333,0.31391962725684336
218,9.948427368983177,9.999291214420536,0.00265973626999737,5.023769976562279e-07,0.3333333333333333,0.31391962725684336
219,10.94860047663533,9.932152808635502,0.8998428642727739,0.004603241376050814,0.3333333333333333,0.31391962725684336
220,10.913533890045606,9.960102473249377,0.8345441682618578,0.0015918126408167109,0.3333333333333333,0.31391962725684336
221,8.39770751269246,9.996178047915853,2.5673412148821844,1.4607317733515055e-05,0.3333333333333333,0.31391962725684336
222,9.303434611032767,9.976331799311218,0.48520334110707286,0.000560183723844453,0.3333333333333333,0.31391962725684336
223,9.69078155428976,9.997163616635588,0.09561604716745653,8.045070589915962e-06,0.3333333333333333,0.31391962725684336
224,9.92556322627297,9.845743376397415,0.00554083328288899,0.02379510592526954,0.3333333333333333,0.31391962725684336
225,10.23327112210527,9.975372080398783,0.05441541640825184,0.000606534423884015,0.3333333333333333,0.31391962725684336
226,10.48114414924681,9.77987257081536,0.23149969235443577,0.04845608507943851,0.3333333333333333,0.31391962725684336
227,10.508072434700061,9.870362947693096,0.2581375989020479,0.01680576533082306,0.3333333333333333,0.31391962725684336
228,9.680560837375324,9.991577086296354,0.1020413786183539,7.094547525906021e-05,0.3333333333333333,0.31391962725684336
229,9.882110753056207,9.922702620916303,0.013897874544974684,0.005974884813208834,0.3333333333333333,0.31391962725684336
230,9.639444042792697,9.947180289945884,0.1300005982776748,0.002789921770200919,0.3333333333333333,0.31391962725684336
231,10.30067991061581,9.989295140353637,0.09040840864793097,0.00011459402004834111,0.3333333333333333,0.31391962725684336
232,9.25041089994673,9.99801662640816,0.5618838189186725,3.933770804805567e-06,0.3333333333333333,0.31391962725684336
233,9.50516278402846,9.618441459986265,0.24486387031046425,0.14558691945741312,0.3333333333333333,0.31391962725684336
234,10.101096969901748,9.84195425515464,0.010220597323315006,0.02497845746372465,0.3333333333333333,0.31391962725684336
235,10.773989944066635,9.878991028281355,0.5990604335162726,0.014643171236403798,0.3333333333333333,0.31391962725684336
236,10.569258254713407,9.903423798377762,0.3240549605593545,0.009326962719779125,0.3333333333333333,0.31391962725684336
237,10.157815399040754,9.998303363869937,0.024905700174392288,2.8785741578358708e-06,0.3333333333333333,0.31391962725684336
238,9.79696619606732,9.942830274041658,0.04122272553937394,0.0032683775661519637,0.3333333333333333,0.31391962725684336
239,9.540836824427394,9.927016636208913,0.2108308218019194,0.005326571390262124,0.3333333333333333,0.31391962725684336
240,10.067027106413923,9.942121454985509,0.004492632994223292,0.0033499259729944573,0.3333333333333333,0.31391962725684336
241,10.444806757054998,9.994800934154917,0.19785305112178406,2.703028566151214e-05,0.3333333333333333,0.31391962725684336
242,11.285240847918413,9.980479250776344,1.6518440371580405,0.00038105965025284847,0.3333333333333333,0.31391962725684336
243,10.5529939938107,9.989079403068814,0.3058023571907088,0.00011925943733342592,0.3333333333333333,0.31391962725684336
244,10.761426616665348,9.910774412085567,0.5797704925664392,0.007961205538676137,0.3333333333333333,0.31391962725684336
245,9.69058127542501,9.797418155621928,0.09573994711761309,0.0410394036716213,0.3333333333333333,0.31391962725684336
246,10.245654284065711,9.793591752836658,0.06034602727983725,0.04260436449704326,0.3333333333333333,0.31391962725684336
247,11.0559128263541,9.924943582952167,1.1149518968591057,0.005633465740058195,0.3333333333333333,0.31391962725684336
248,10.61679700248392,9.744223150144485,0.38043854227314966,0.06542179692201058,0.3333333333333333,0.31391962725684336
249,10.647024494076067,9.962627069014308,0.41864069593439074,0.001396735970461268,0.3333333333333333,0.31391962725684336
250,10.378876244050735,9.920495804457506,0.14354720830599224,0.0063209171088591575,0.3333333333333333,0.31391962725684336
251,9.927142154204281,9.827322599433842,0.005308265693992732,0.029817484666285456,0.3333333333333333,0.31391962725684336
252,10.581582010905015,9.844974969577834,0.33823763540832064,0.02403276005739359,0.3333333333333333,0.31391962725684336
253,9.973102568400392,9.841382610394847,0.0007234718266555672,0.025159476285152912,0.3333333333333333,0.31391962725684336
