2,2.05
3,2.578
4,3.096
5,3.57
6,3.93
7,4.342
8,4.604
9,5.134
10,5.532
11,6.004
12,6.24
13,6.716
14,7.052
15,7.576
16,7.858
17,8.38
18,8.594
19,9.006
20,9.382
21,9.676
22,10.092
23,10.362
24,10.854
25,11.23
26,11.476
27,11.898
28,12.304
29,12.44
30,12.858
31,13.472
32,13.748
33,14.044
34,14.62
35,14.866
36,15.178
37,15.608
38,15.94
39,16.186
40,16.612
