2,1.644
3,1.956
4,2.3
5,2.6
6,2.896
7,3.136
8,3.414
9,3.656
10,3.96
11,4.376
12,4.636
13,4.824
14,5.118
15,5.276
16,5.584
17,5.702
18,6.076
19,6.352
20,6.578
21,6.762
22,7.048
23,7.098
24,7.412
25,7.682
26,7.924
27,7.994
28,8.29
29,8.45
30,8.75
31,8.98
32,9.034
33,9.116
34,9.434
35,9.538
36,9.99
37,10.068
38,10.452
39,10.332
40,10.676
