0,0.10210014592507724
1,0.10194964217523383
2,0.1018132153286324
3,0.10169096383010637
4,0.10158271378160397
5,0.10148949539422845
6,0.10142561407121363
7,0.10138866196291829
8,0.10136106138856925
9,0.10134190961844712
10,0.10133163262582448
11,0.1013244447662575
12,0.10131945099224193
13,0.10131816355032278
14,0.10131939893942703
15,0.101323766116428
16,0.10133126508133966
17,0.10134189583414406
18,0.10135565837485684
19,0.1013725527034647
20,0.10139257881998073
21,0.10141535389293477
22,0.10143390582232617
23,0.1014549994987576
24,0.10147863654408307
25,0.10150481695829938
26,0.10153354074141435
27,0.10156480789342266
28,0.10159861841433304
29,0.10163497230413365
30,0.101673869562828
31,0.10171531019041853
32,0.101759294186903
33,0.10292013463821166
34,0.10302342720639543
